PMID,extracted_sentence,Label
30488095,PURPOSE:  (<piRNA>piRNAs</piRNA>) have been suggested to serve as        biomarkers in <disease>cancer disease</disease>.,positive
30488095,"In this study, we validated the expression profile of two        <piRNA>piRNAs</piRNA> derived from mitochondria,  piR-34536 and piR-51810, in tissue and serum of        a cohort of clear cell <disease>renal cell carcinoma</disease> (ccRCC) patients.",positive
30488095,"In this study, we validated the expression profile of two piRNAs derived from mitochondria, piR-34536 and <piRNA>piR-51810</piRNA>, in tissue and serum of        a cohort of clear cell <disease>renal cell carcinoma</disease> (ccRCC) patients.",positive
30488095,"In this study, we validated the expression profile of two piRNAs derived from mitochondria, <piRNA> piR-34536 </piRNA>and piR-51810, in tissue and serum of        a cohort of clear cell <disease>renal cell carcinoma</disease> (ccRCC) patients.",positive
30488095,"Decreased        tissue <piRNA>piRNA</piRNA> levels were significant and independent predictors of shortened        progression-free, <disease>cancer disease</disease>-specific and overall survival of ccRCC patients.",positive
30854037,The aim of the present study was to identify and characterize        P-element-induced wimpy testis (PIWI)-interacting RNAs (<piRNA>piRNAs</piRNA>) and PIWI proteins        dysregulated in alcohol-associated HNSCC to elucidate their function in the        development of this <disease>cancer disease</disease>.,positive
27177224,<piRNA>piRNAs</piRNA>/PIWIs have emerged as potential biomarkers for <disease>cancer disease</disease> but their relevance        to breast cancer has not been comprehensively studied.,positive
27177224,<piRNA>piRNAs</piRNA>/PIWIs have emerged as potential biomarkers for cancer disease but their relevance        to <disease>breast cancer disease</disease> has not been comprehensively studied.,Negative
27177224,We discovered eight <piRNA>piRNAs</piRNA> as        novel independent prognostic markers and their association with OS was confirmed        in an external dataset (The Genome Atlas).,Negative
27177224,"Overall, we have captured the entire cascade of events in a        dysregulated <piRNA>piRNA</piRNA> pathway and have identified novel markers for  <disease>breast cancer </disease>    prognostication.",positive
29399156,"Previous studies have reported that <piRNA>piR651</piRNA> is        overexpressed in human  <disease>gastric cancer </disease> tissues and in several cancer disease cell lines,        including non-small cell  lung cancer (NSCLC) cell lines.",positive
29399156,"Previous studies have reported that <piRNA>piR651</piRNA> is        overexpressed in human   gastric cancer  tissues and in several <disease>cancer disease</disease> cell lines,        including non-small cell   lung cancer  (NSCLC) cell lines.",positive
29399156,"Previous studies have reported that <piRNA>piR651</piRNA> is        overexpressed in human   gastric cancer  tissues and in several  cancer disease cell lines,        including non-small cell  <disease>lung cancer </disease> (NSCLC) cell lines.",positive
29399156,"Therefore, <piRNA>piR651</piRNA> is a potential <disease>cancer disease</disease>        diagnosis marker.",positive
32351883,"However, the roles        of <piRNA>piRNAs</piRNA> in <disease>cancer disease</disease> cell growth and survival are not well-known.",Negative
25779424,"In this proof-of-principle study, we demonstrate the        potential clinical utility of <piRNA>piRNAs</piRNA> in  <disease>gastric cancer </disease>.",positive
33376191,Aberrant expression of <piRNA>piRNAs</piRNA> in <disease>cancer disease</disease> could        imply an involvement of these regulatory RNAs in neoplastic transformation.,positive
33376191,"Indeed, it has recently been shown that serum        <piRNA>piR-54265</piRNA> allows for excellent discrimination between  <disease>colorectal cancer </disease> patients        and healthy controls.",positive
33376191,"Herein, we show that reports positioning <piRNA>piR-54265</piRNA> as a noninvasive biomarker for         <disease>colorectal cancer </disease> were actually measuring variations in the levels of a        full-length (72 nt) small nucleolar RNA in serum.",positive
38958407,"It can quantify        intracellular <piRNA>piRNA</piRNA> expression at a single-cell level, discriminate piRNA expression in tissues of  <disease>breast cancer </disease> patients and healthy persons, and in situ image piRNA in living cells, offering a new approach for early diagnosis and        postoperative monitoring.",positive
38958407,"It can quantify        intracellular piRNA expression at a single-cell level, discriminate <piRNA>piRNA</piRNA>        expression in tissues of  <disease>breast cancer </disease> patients and healthy persons, and in situ        image piRNA in living cells, offering a new approach for early diagnosis and        postoperative monitoring.",positive
38958407,"It can quantify        intracellular piRNA expression at a single-cell level, discriminate piRNA expression in tissues of  <disease>breast cancer </disease> patients and healthy persons, and in situ        image <piRNA>piRNA</piRNA> in living cells, offering a new approach for early diagnosis and        postoperative monitoring.",positive
30362638,"P-element induced wimpy testis (PIWI)-interacting RNAs (<piRNA>piRNAs</piRNA>) are a promising        class of small regulatory RNAs, earlier believed to control transposable elements        (TEs) activity in germlines are now reported in somatic and <disease>cancer disease</disease> cells.",positive
26210741,"In the current study,        we investigate the role of <piRNA>piRNA-021285</piRNA>in the regulation of the         <disease>breast cancer </disease> methylome.",positive
26210741,Genotypic screening of a panel of single-nucleotide        polymorphism (SNP)-containing piRNAs revealed a significant association between        SNP rs1326306 G>T in <piRNA>piR-021285</piRNA> and increased likelihood for  <disease>breast cancer </disease> in a        Connecticut-based population (441 cases and 479 controls).,positive
26210741,"Given nascent but        compelling evidence of <piRNA>piRNA</piRNA>-mediated gene-specific methylation in the soma, a        genome-wide methylation screen was then carried out using wild type (WT) and        variant piR-021285  mimic-transfected MCF7 cells to explore whether the observed        association could be attributed in part to piR-021285 -induced methylation at        <disease>cancer disease</disease>-relevant genes.",positive
26210741,"Given nascent but        compelling evidence of piRNA -mediated gene-specific methylation in the soma, a        genome-wide methylation screen was then carried out using wild type (WT) and        variant <piRNA>piR-021285</piRNA> mimic-transfected MCF7 cells to explore whether the observed        association could be attributed in part to  piR-021285 -induced methylation at        <disease>cancer disease</disease>-relevant genes.",positive
26210741,"Given nascent but        compelling evidence of piRNA -mediated gene-specific methylation in the soma, a        genome-wide methylation screen was then carried out using wild type (WT) and        variant  piR-021285 mimic-transfected MCF7 cells to explore whether the observed        association could be attributed in part to <piRNA>piR-021285</piRNA>-induced methylation at        <disease>cancer disease</disease>-relevant genes.",positive
26210741,Follow-up functional analyses revealed        both concurrent increased ARHGAP11A mRNA expression and enhanced invasiveness in        variant versus WT <piRNA>piR-021285</piRNA> mimic-transfected  <disease>breast cancer</disease> cell lines.,positive
27414029,We aimed to determine the effects of hormones on <piRNA>piRNA</piRNA> expression in <disease>breast cancer </disease> and        prostate cancer.,positive
27414029,We aimed to determine the effects of hormones on <piRNA>piRNA</piRNA> expression in <disease>prostate cancer </disease> and        breast cancer.,positive
